Tarikh,Waktu,Negeri,Kawasan,API
23/1/2014,1:00PM,Wilayah Persekutuan,Labuan,30
23/1/2014,1:00PM,Negeri Sembilan,Nilai,52
23/1/2014,1:00PM,Negeri Sembilan,Seremban,47
23/1/2014,1:00PM,Negeri Sembilan,Port Dickson,54
23/1/2014,1:00PM,Melaka,Bukit Rambai,75
23/1/2014,1:00PM,Melaka,Bandaraya Melaka,56
23/1/2014,1:00PM,Johor,Pasir Gudang,53
23/1/2014,1:00PM,Johor,Larkin Lama,56
23/1/2014,1:00PM,Johor,Muar,52
23/1/2014,1:00PM,Johor,Kota Tinggi,53
23/1/2014,1:00PM,Kelantan,Tanah Merah ,58
23/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",51
23/1/2014,1:00PM,Terengganu,Kemaman,61
23/1/2014,1:00PM,Terengganu,Paka,53
23/1/2014,1:00PM,Terengganu,Kuala Terengganu,48
23/1/2014,1:00PM,Pahang,Jerantut,45
23/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",59
23/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",68
23/1/2014,1:00PM,Sarawak,Kuching,35
23/1/2014,1:00PM,Sarawak,Sibu,35
23/1/2014,1:00PM,Sarawak,Bintulu,33
23/1/2014,1:00PM,Sarawak,Miri,20
23/1/2014,1:00PM,Sarawak,ILP Miri,31
23/1/2014,1:00PM,Sarawak,Sarikei,39
23/1/2014,1:00PM,Sarawak,Samarahan,36
23/1/2014,1:00PM,Sarawak,Sri Aman,24
23/1/2014,1:00PM,Sabah,Kota Kinabalu,25
23/1/2014,1:00PM,Sabah,Tawau,24
23/1/2014,1:00PM,Sabah,Keningau,28
23/1/2014,1:00PM,Sabah,Sandakan,21
24/1/2014,1:00PM,Perlis,Kangar,64
24/1/2014,1:00PM,Kedah,Langkawi,54
24/1/2014,1:00PM,Kedah,Alor Setar,52
24/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",67
24/1/2014,1:00PM,Pulau Pinang,USM,59
24/1/2014,1:00PM,Pulau Pinang,Perai,53
24/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",56
24/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",60
24/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",60
24/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",52
24/1/2014,1:00PM,Perak,Seri Manjung,53
24/1/2014,1:00PM,Perak,Tanjung Malim,52
24/1/2014,1:00PM,Selangor,Pelabuhan Kelang,64
24/1/2014,1:00PM,Selangor,Petaling Jaya,58
24/1/2014,1:00PM,Selangor,Banting,61
24/1/2014,1:00PM,Selangor,Shah Alam,55
24/1/2014,1:00PM,Selangor,Kuala Selangor,53
24/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",53
24/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",45
24/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,49
24/1/2014,1:00PM,Wilayah Persekutuan,Labuan,32
24/1/2014,1:00PM,Negeri Sembilan,Nilai,55
24/1/2014,1:00PM,Negeri Sembilan,Seremban,53
24/1/2014,1:00PM,Negeri Sembilan,Port Dickson,60
24/1/2014,1:00PM,Melaka,Bukit Rambai,77
24/1/2014,1:00PM,Melaka,Bandaraya Melaka,58
24/1/2014,1:00PM,Johor,Pasir Gudang,55
24/1/2014,1:00PM,Johor,Larkin Lama,53
24/1/2014,1:00PM,Johor,Muar,54
24/1/2014,1:00PM,Johor,Kota Tinggi,53
24/1/2014,1:00PM,Kelantan,Tanah Merah ,68
24/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",56
24/1/2014,1:00PM,Terengganu,Kemaman,62
24/1/2014,1:00PM,Terengganu,Paka,54
24/1/2014,1:00PM,Terengganu,Kuala Terengganu,48
24/1/2014,1:00PM,Pahang,Jerantut,41
24/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",61
24/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",69
24/1/2014,1:00PM,Sarawak,Kuching,41
24/1/2014,1:00PM,Sarawak,Sibu,32
24/1/2014,1:00PM,Sarawak,Bintulu,31
24/1/2014,1:00PM,Sarawak,Miri,26
24/1/2014,1:00PM,Sarawak,ILP Miri,15
24/1/2014,1:00PM,Sarawak,Sarikei,52
24/1/2014,1:00PM,Sarawak,Limbang,12
24/1/2014,1:00PM,Sarawak,Samarahan,46
24/1/2014,1:00PM,Sarawak,Sri Aman,38
24/1/2014,1:00PM,Sarawak,Kapit,24
24/1/2014,1:00PM,Sabah,Kota Kinabalu,20
24/1/2014,1:00PM,Sabah,Tawau,26
24/1/2014,1:00PM,Sabah,Keningau,25
24/1/2014,1:00PM,Sabah,Sandakan,17
25/1/2014,1:00PM,Perlis,Kangar,58
25/1/2014,1:00PM,Kedah,Langkawi,49
25/1/2014,1:00PM,Kedah,Alor Setar,47
25/1/2014,1:00PM,Pulau Pinang,USM,55
25/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",59
25/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",58
25/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",61
25/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",61
25/1/2014,1:00PM,Perak,Seri Manjung,52
25/1/2014,1:00PM,Perak,Tanjung Malim,63
25/1/2014,1:00PM,Selangor,Pelabuhan Kelang,70
25/1/2014,1:00PM,Selangor,Petaling Jaya,68
25/1/2014,1:00PM,Selangor,Banting,72
25/1/2014,1:00PM,Selangor,Shah Alam,66
25/1/2014,1:00PM,Selangor,Kuala Selangor,59
25/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",59
25/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",55
25/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,56
25/1/2014,1:00PM,Wilayah Persekutuan,Labuan,35
25/1/2014,1:00PM,Negeri Sembilan,Nilai,63
25/1/2014,1:00PM,Negeri Sembilan,Seremban,54
25/1/2014,1:00PM,Negeri Sembilan,Port Dickson,68
25/1/2014,1:00PM,Melaka,Bukit Rambai,72
25/1/2014,1:00PM,Melaka,Bandaraya Melaka,57
25/1/2014,1:00PM,Johor,Pasir Gudang,51
25/1/2014,1:00PM,Johor,Larkin Lama,52
25/1/2014,1:00PM,Johor,Muar,56
25/1/2014,1:00PM,Johor,Kota Tinggi,49
25/1/2014,1:00PM,Kelantan,Tanah Merah ,61
25/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",58
25/1/2014,1:00PM,Terengganu,Kemaman,55
25/1/2014,1:00PM,Terengganu,Paka,45
25/1/2014,1:00PM,Terengganu,Kuala Terengganu,39
25/1/2014,1:00PM,Pahang,Jerantut,44
25/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",57
25/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",60
25/1/2014,1:00PM,Sarawak,Kuching,44
25/1/2014,1:00PM,Sarawak,Sibu,43
25/1/2014,1:00PM,Sarawak,Bintulu,55
25/1/2014,1:00PM,Sarawak,Miri,37
25/1/2014,1:00PM,Sarawak,ILP Miri,18
25/1/2014,1:00PM,Sarawak,Sarikei,54
25/1/2014,1:00PM,Sarawak,Limbang,25
25/1/2014,1:00PM,Sarawak,Samarahan,44
25/1/2014,1:00PM,Sarawak,Sri Aman,37
25/1/2014,1:00PM,Sarawak,Kapit,27
25/1/2014,1:00PM,Sabah,Kota Kinabalu,43
25/1/2014,1:00PM,Sabah,Tawau,22
25/1/2014,1:00PM,Sabah,Keningau,61
25/1/2014,1:00PM,Sabah,Sandakan,22
26/1/2014,1:00PM,Perlis,Kangar,59
26/1/2014,1:00PM,Kedah,Langkawi,43
26/1/2014,1:00PM,Kedah,Alor Setar,48
26/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",64
26/1/2014,1:00PM,Pulau Pinang,USM,55
26/1/2014,1:00PM,Pulau Pinang,Perai,56
26/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",57
26/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",64
26/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",64
26/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",64
26/1/2014,1:00PM,Perak,Seri Manjung,63
26/1/2014,1:00PM,Perak,Tanjung Malim,67
26/1/2014,1:00PM,Selangor,Pelabuhan Kelang,68
26/1/2014,1:00PM,Selangor,Petaling Jaya,61
26/1/2014,1:00PM,Selangor,Banting,64
26/1/2014,1:00PM,Selangor,Shah Alam,62
26/1/2014,1:00PM,Selangor,Kuala Selangor,64
26/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",62
26/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",72
26/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,55
26/1/2014,1:00PM,Wilayah Persekutuan,Labuan,30
26/1/2014,1:00PM,Negeri Sembilan,Nilai,61
26/1/2014,1:00PM,Negeri Sembilan,Seremban,52
26/1/2014,1:00PM,Negeri Sembilan,Port Dickson,53
26/1/2014,1:00PM,Melaka,Bukit Rambai,66
26/1/2014,1:00PM,Melaka,Bandaraya Melaka,56
26/1/2014,1:00PM,Johor,Pasir Gudang,50
26/1/2014,1:00PM,Johor,Larkin Lama,53
26/1/2014,1:00PM,Johor,Muar,53
26/1/2014,1:00PM,Johor,Kota Tinggi,50
26/1/2014,1:00PM,Kelantan,Tanah Merah ,62
26/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",47
26/1/2014,1:00PM,Terengganu,Kemaman,56
26/1/2014,1:00PM,Terengganu,Paka,42
26/1/2014,1:00PM,Terengganu,Kuala Terengganu,43
26/1/2014,1:00PM,Pahang,Jerantut,38
26/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",53
26/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",66
26/1/2014,1:00PM,Sarawak,Kuching,43
26/1/2014,1:00PM,Sarawak,Sibu,39
26/1/2014,1:00PM,Sarawak,Bintulu,39
26/1/2014,1:00PM,Sarawak,Miri,25
26/1/2014,1:00PM,Sarawak,ILP Miri,22
26/1/2014,1:00PM,Sarawak,Sarikei,51
26/1/2014,1:00PM,Sarawak,Samarahan,43
26/1/2014,1:00PM,Sarawak,Sri Aman,35
26/1/2014,1:00PM,Sarawak,Kapit,26
26/1/2014,1:00PM,Sabah,Kota Kinabalu,29
26/1/2014,1:00PM,Sabah,Tawau,29
26/1/2014,1:00PM,Sabah,Keningau,57
26/1/2014,1:00PM,Sabah,Sandakan,32
27/1/2014,1:00PM,Perlis,Kangar,59
27/1/2014,1:00PM,Kedah,Langkawi,40
27/1/2014,1:00PM,Kedah,Alor Setar,42
27/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",66
27/1/2014,1:00PM,Pulau Pinang,USM,53
27/1/2014,1:00PM,Pulau Pinang,Perai,50
27/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",54
27/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",54
27/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",55
27/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",57
27/1/2014,1:00PM,Perak,Seri Manjung,53
27/1/2014,1:00PM,Perak,Tanjung Malim,56
27/1/2014,1:00PM,Selangor,Pelabuhan Kelang,67
27/1/2014,1:00PM,Selangor,Petaling Jaya,56
27/1/2014,1:00PM,Selangor,Banting,68
27/1/2014,1:00PM,Selangor,Shah Alam,56
27/1/2014,1:00PM,Selangor,Kuala Selangor,59
27/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",52
27/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,48
27/1/2014,1:00PM,Wilayah Persekutuan,Labuan,40
27/1/2014,1:00PM,Negeri Sembilan,Nilai,55
27/1/2014,1:00PM,Negeri Sembilan,Seremban,51
27/1/2014,1:00PM,Negeri Sembilan,Port Dickson,55
27/1/2014,1:00PM,Melaka,Bukit Rambai,67
27/1/2014,1:00PM,Melaka,Bandaraya Melaka,50
27/1/2014,1:00PM,Johor,Pasir Gudang,44
27/1/2014,1:00PM,Johor,Larkin Lama,48
27/1/2014,1:00PM,Johor,Muar,45
27/1/2014,1:00PM,Johor,Kota Tinggi,37
27/1/2014,1:00PM,Kelantan,Tanah Merah ,62
27/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",48
27/1/2014,1:00PM,Terengganu,Kemaman,54
27/1/2014,1:00PM,Terengganu,Paka,41
27/1/2014,1:00PM,Terengganu,Kuala Terengganu,43
27/1/2014,1:00PM,Pahang,Jerantut,37
27/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",50
27/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",55
27/1/2014,1:00PM,Sarawak,Kuching,26
27/1/2014,1:00PM,Sarawak,Sibu,35
27/1/2014,1:00PM,Sarawak,Bintulu,27
27/1/2014,1:00PM,Sarawak,Miri,23
27/1/2014,1:00PM,Sarawak,ILP Miri,11
27/1/2014,1:00PM,Sarawak,Sarikei,46
27/1/2014,1:00PM,Sarawak,Limbang,18
27/1/2014,1:00PM,Sarawak,Samarahan,35
27/1/2014,1:00PM,Sarawak,Sri Aman,49
27/1/2014,1:00PM,Sarawak,Kapit,31
27/1/2014,1:00PM,Sabah,Kota Kinabalu,42
27/1/2014,1:00PM,Sabah,Tawau,27
27/1/2014,1:00PM,Sabah,Keningau,47
27/1/2014,1:00PM,Sabah,Sandakan,26
28/1/2014,1:00PM,Perlis,Kangar,52
28/1/2014,1:00PM,Kedah,Langkawi,35
28/1/2014,1:00PM,Kedah,Alor Setar,32
28/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",62
28/1/2014,1:00PM,Pulau Pinang,USM,47
28/1/2014,1:00PM,Pulau Pinang,Perai,44
28/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",48
28/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",53
28/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",55
28/1/2014,1:00PM,Perak,Seri Manjung,48
28/1/2014,1:00PM,Perak,Tanjung Malim,48
28/1/2014,1:00PM,Selangor,Pelabuhan Kelang,59
28/1/2014,1:00PM,Selangor,Petaling Jaya,56
28/1/2014,1:00PM,Selangor,Banting,58
28/1/2014,1:00PM,Selangor,Shah Alam,55
28/1/2014,1:00PM,Selangor,Kuala Selangor,48
28/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",41
28/1/2014,1:00PM,Wilayah Persekutuan,Labuan,42
28/1/2014,1:00PM,Negeri Sembilan,Nilai,43
28/1/2014,1:00PM,Negeri Sembilan,Seremban,38
28/1/2014,1:00PM,Negeri Sembilan,Port Dickson,45
28/1/2014,1:00PM,Melaka,Bukit Rambai,67
28/1/2014,1:00PM,Melaka,Bandaraya Melaka,44
28/1/2014,1:00PM,Johor,Pasir Gudang,42
28/1/2014,1:00PM,Johor,Larkin Lama,44
28/1/2014,1:00PM,Johor,Muar,35
28/1/2014,1:00PM,Johor,Kota Tinggi,34
28/1/2014,1:00PM,Kelantan,Tanah Merah ,57
28/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",29
28/1/2014,1:00PM,Terengganu,Kemaman,47
28/1/2014,1:00PM,Terengganu,Paka,30
28/1/2014,1:00PM,Terengganu,Kuala Terengganu,21
28/1/2014,1:00PM,Pahang,Jerantut,26
28/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",39
28/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",50
28/1/2014,1:00PM,Sarawak,Kuching,37
28/1/2014,1:00PM,Sarawak,Sibu,38
28/1/2014,1:00PM,Sarawak,Bintulu,34
28/1/2014,1:00PM,Sarawak,Miri,37
28/1/2014,1:00PM,Sarawak,ILP Miri,17
28/1/2014,1:00PM,Sarawak,Sarikei,53
28/1/2014,1:00PM,Sarawak,Limbang,30
28/1/2014,1:00PM,Sarawak,Samarahan,36
28/1/2014,1:00PM,Sarawak,Sri Aman,46
28/1/2014,1:00PM,Sarawak,Kapit,24
28/1/2014,1:00PM,Sabah,Kota Kinabalu,51
28/1/2014,1:00PM,Sabah,Tawau,33
28/1/2014,1:00PM,Sabah,Keningau,52
28/1/2014,1:00PM,Sabah,Sandakan,30
29/1/2014,1:00PM,Perlis,Kangar,43
29/1/2014,1:00PM,Kedah,Langkawi,29
29/1/2014,1:00PM,Kedah,Alor Setar,29
29/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",55
29/1/2014,1:00PM,Pulau Pinang,USM,46
29/1/2014,1:00PM,Pulau Pinang,Perai,41
29/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",42
29/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",51
29/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",47
29/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",39
29/1/2014,1:00PM,Perak,Seri Manjung,39
29/1/2014,1:00PM,Perak,Tanjung Malim,49
29/1/2014,1:00PM,Selangor,Pelabuhan Kelang,64
29/1/2014,1:00PM,Selangor,Petaling Jaya,53
29/1/2014,1:00PM,Selangor,Banting,56
29/1/2014,1:00PM,Selangor,Shah Alam,57
29/1/2014,1:00PM,Selangor,Kuala Selangor,44
29/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",44
29/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",39
29/1/2014,1:00PM,Wilayah Persekutuan,Labuan,35
29/1/2014,1:00PM,Negeri Sembilan,Nilai,36
29/1/2014,1:00PM,Negeri Sembilan,Seremban,30
29/1/2014,1:00PM,Negeri Sembilan,Port Dickson,40
29/1/2014,1:00PM,Melaka,Bukit Rambai,63
29/1/2014,1:00PM,Melaka,Bandaraya Melaka,47
29/1/2014,1:00PM,Johor,Pasir Gudang,35
29/1/2014,1:00PM,Johor,Larkin Lama,36
29/1/2014,1:00PM,Johor,Muar,28
29/1/2014,1:00PM,Johor,Kota Tinggi,34
29/1/2014,1:00PM,Kelantan,Tanah Merah ,41
29/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",23
29/1/2014,1:00PM,Terengganu,Kemaman,47
29/1/2014,1:00PM,Terengganu,Paka,29
29/1/2014,1:00PM,Terengganu,Kuala Terengganu,14
29/1/2014,1:00PM,Pahang,Jerantut,24
29/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",39
29/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",49
29/1/2014,1:00PM,Sarawak,Kuching,27
29/1/2014,1:00PM,Sarawak,Sibu,45
29/1/2014,1:00PM,Sarawak,Bintulu,33
29/1/2014,1:00PM,Sarawak,Miri,33
29/1/2014,1:00PM,Sarawak,ILP Miri,19
29/1/2014,1:00PM,Sarawak,Sarikei,54
29/1/2014,1:00PM,Sarawak,Limbang,33
29/1/2014,1:00PM,Sarawak,Samarahan,33
29/1/2014,1:00PM,Sarawak,Sri Aman,48
29/1/2014,1:00PM,Sarawak,Kapit,29
29/1/2014,1:00PM,Sabah,Kota Kinabalu,46
29/1/2014,1:00PM,Sabah,Tawau,32
29/1/2014,1:00PM,Sabah,Keningau,48
29/1/2014,1:00PM,Sabah,Sandakan,35
30/1/2014,1:00PM,Perlis,Kangar,50
30/1/2014,1:00PM,Kedah,Langkawi,33
30/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",59
30/1/2014,1:00PM,Pulau Pinang,USM,43
30/1/2014,1:00PM,Pulau Pinang,Perai,38
30/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",40
30/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",49
30/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",44
30/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",33
30/1/2014,1:00PM,Perak,Seri Manjung,42
30/1/2014,1:00PM,Perak,Tanjung Malim,46
30/1/2014,1:00PM,Selangor,Pelabuhan Kelang,59
30/1/2014,1:00PM,Selangor,Petaling Jaya,36
30/1/2014,1:00PM,Selangor,Banting,44
30/1/2014,1:00PM,Selangor,Shah Alam,50
30/1/2014,1:00PM,Selangor,Kuala Selangor,51
30/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",39
30/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,28
30/1/2014,1:00PM,Wilayah Persekutuan,Labuan,33
30/1/2014,1:00PM,Negeri Sembilan,Nilai,40
30/1/2014,1:00PM,Negeri Sembilan,Seremban,33
30/1/2014,1:00PM,Negeri Sembilan,Port Dickson,35
30/1/2014,1:00PM,Melaka,Bukit Rambai,62
30/1/2014,1:00PM,Melaka,Bandaraya Melaka,37
30/1/2014,1:00PM,Johor,Pasir Gudang,38
30/1/2014,1:00PM,Johor,Larkin Lama,36
30/1/2014,1:00PM,Johor,Muar,32
30/1/2014,1:00PM,Johor,Kota Tinggi,31
30/1/2014,1:00PM,Kelantan,Tanah Merah ,50
30/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",33
30/1/2014,1:00PM,Terengganu,Kemaman,45
30/1/2014,1:00PM,Terengganu,Paka,35
30/1/2014,1:00PM,Terengganu,Kuala Terengganu,31
30/1/2014,1:00PM,Pahang,Jerantut,28
30/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",42
30/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",49
30/1/2014,1:00PM,Sarawak,Kuching,27
30/1/2014,1:00PM,Sarawak,Sibu,33
30/1/2014,1:00PM,Sarawak,Bintulu,33
30/1/2014,1:00PM,Sarawak,Miri,21
30/1/2014,1:00PM,Sarawak,ILP Miri,16
30/1/2014,1:00PM,Sarawak,Sarikei,45
30/1/2014,1:00PM,Sarawak,Samarahan,35
30/1/2014,1:00PM,Sarawak,Sri Aman,43
30/1/2014,1:00PM,Sarawak,Kapit,24
30/1/2014,1:00PM,Sabah,Kota Kinabalu,35
30/1/2014,1:00PM,Sabah,Tawau,35
30/1/2014,1:00PM,Sabah,Keningau,47
30/1/2014,1:00PM,Sabah,Sandakan,24
31/1/2014,1:00PM,Perlis,Kangar,47
31/1/2014,1:00PM,Kedah,Langkawi,43
31/1/2014,1:00PM,Kedah,Alor Setar,42
31/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",56
31/1/2014,1:00PM,Pulau Pinang,USM,56
31/1/2014,1:00PM,Pulau Pinang,Perai,49
31/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",39
31/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",40
31/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",48
31/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",52
31/1/2014,1:00PM,Perak,Seri Manjung,52
31/1/2014,1:00PM,Perak,Tanjung Malim,52
31/1/2014,1:00PM,Selangor,Pelabuhan Kelang,64
31/1/2014,1:00PM,Selangor,Petaling Jaya,46
31/1/2014,1:00PM,Selangor,Banting,55
31/1/2014,1:00PM,Selangor,Shah Alam,50
31/1/2014,1:00PM,Selangor,Kuala Selangor,54
31/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",32
31/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",40
31/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,36
31/1/2014,1:00PM,Wilayah Persekutuan,Labuan,33
31/1/2014,1:00PM,Negeri Sembilan,Nilai,30
31/1/2014,1:00PM,Negeri Sembilan,Port Dickson,37
31/1/2014,1:00PM,Melaka,Bukit Rambai,55
31/1/2014,1:00PM,Melaka,Bandaraya Melaka,50
31/1/2014,1:00PM,Johor,Pasir Gudang,33
31/1/2014,1:00PM,Johor,Larkin Lama,36
31/1/2014,1:00PM,Johor,Muar,35
31/1/2014,1:00PM,Johor,Kota Tinggi,33
31/1/2014,1:00PM,Kelantan,Tanah Merah ,43
31/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",34
31/1/2014,1:00PM,Terengganu,Kemaman,48
31/1/2014,1:00PM,Terengganu,Paka,27
31/1/2014,1:00PM,Terengganu,Kuala Terengganu,28
31/1/2014,1:00PM,Pahang,Jerantut,29
31/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",40
31/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",51
31/1/2014,1:00PM,Sarawak,Kuching,28
31/1/2014,1:00PM,Sarawak,Sibu,67
31/1/2014,1:00PM,Sarawak,Bintulu,32
31/1/2014,1:00PM,Sarawak,Miri,33
31/1/2014,1:00PM,Sarawak,ILP Miri,18
31/1/2014,1:00PM,Sarawak,Sarikei,59
31/1/2014,1:00PM,Sarawak,Limbang,37
31/1/2014,1:00PM,Sarawak,Samarahan,53
31/1/2014,1:00PM,Sarawak,Sri Aman,47
31/1/2014,1:00PM,Sarawak,Kapit,31
31/1/2014,1:00PM,Sabah,Kota Kinabalu,33
31/1/2014,1:00PM,Sabah,Tawau,35
31/1/2014,1:00PM,Sabah,Keningau,51
31/1/2014,1:00PM,Sabah,Sandakan,28
1/2/2014,1:00PM,Perlis,Kangar,51
1/2/2014,1:00PM,Kedah,Langkawi,46
1/2/2014,1:00PM,Kedah,Alor Setar,48
1/2/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",56
1/2/2014,1:00PM,Pulau Pinang,USM,53
1/2/2014,1:00PM,Pulau Pinang,Perai,47
1/2/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",49
1/2/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",43
1/2/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",45
1/2/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",48
1/2/2014,1:00PM,Perak,Seri Manjung,47
1/2/2014,1:00PM,Perak,Tanjung Malim,46
1/2/2014,1:00PM,Selangor,Pelabuhan Kelang,68
1/2/2014,1:00PM,Selangor,Petaling Jaya,41
1/2/2014,1:00PM,Selangor,Banting,62
1/2/2014,1:00PM,Selangor,Shah Alam,54
1/2/2014,1:00PM,Selangor,Kuala Selangor,59
1/2/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",33
1/2/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",67
1/2/2014,1:00PM,Wilayah Persekutuan,Putrajaya,63
1/2/2014,1:00PM,Wilayah Persekutuan,Labuan,33
1/2/2014,1:00PM,Negeri Sembilan,Nilai,43
1/2/2014,1:00PM,Negeri Sembilan,Seremban,43
1/2/2014,1:00PM,Negeri Sembilan,Port Dickson,50
1/2/2014,1:00PM,Melaka,Bukit Rambai,53
1/2/2014,1:00PM,Melaka,Bandaraya Melaka,49
1/2/2014,1:00PM,Johor,Pasir Gudang,38
1/2/2014,1:00PM,Johor,Larkin Lama,39
1/2/2014,1:00PM,Johor,Muar,43
1/2/2014,1:00PM,Johor,Kota Tinggi,32
1/2/2014,1:00PM,Kelantan,Tanah Merah ,49
1/2/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",38
1/2/2014,1:00PM,Terengganu,Kemaman,43
1/2/2014,1:00PM,Terengganu,Paka,29
1/2/2014,1:00PM,Terengganu,Kuala Terengganu,31
1/2/2014,1:00PM,Pahang,Jerantut,18
